Borough,Year,FIPS County Code,DCP Borough Code,Census Tract,Population
Queens,2000,081,4,009100,2731
Queens,2000,081,4,009400,3105
Queens,2000,081,4,009500,2742
Queens,2000,081,4,009600,3378
Queens,2000,081,4,009700,3593
Queens,2000,081,4,009800,2944
Queens,2000,081,4,009900,0
Queens,2000,081,4,010000,3475
Queens,2000,081,4,010100,3002
Queens,2000,081,4,010200,2738
Queens,2000,081,4,010300,4847
Queens,2000,081,4,010400,3481
Queens,2000,081,4,010500,4705
Queens,2000,081,4,010600,3482
Queens,2000,081,4,010701,0
Queens,2000,081,4,010800,3035
Queens,2000,081,4,011000,3101
Queens,2000,081,4,011100,3132
Queens,2000,081,4,011200,2246
Queens,2000,081,4,011300,5256
Queens,2000,081,4,011400,1120
Queens,2000,081,4,011500,2756
Queens,2000,081,4,011600,2066
Queens,2000,081,4,011700,4366
Queens,2000,081,4,011800,2425
Queens,2000,081,4,011900,1975
Queens,2000,081,4,012000,2539
Queens,2000,081,4,012100,2570
Queens,2000,081,4,012200,3101
Queens,2000,081,4,012301,3402
Queens,2000,081,4,012400,2936
Queens,2000,081,4,012500,1889
Queens,2000,081,4,012601,2434
Queens,2000,081,4,012602,2536
Queens,2000,081,4,012800,2073
Queens,2000,081,4,013000,1670
Queens,2000,081,4,013200,1785
Queens,2000,081,4,013400,5522
Queens,2000,081,4,013500,1764
Queens,2000,081,4,013600,2181
Queens,2000,081,4,013700,1474
Queens,2000,081,4,013800,3606
Queens,2000,081,4,014000,4183
Queens,2000,081,4,014100,1976
Queens,2000,081,4,014201,4374
Queens,2000,081,4,014202,2953
Queens,2000,081,4,014300,4509
Queens,2000,081,4,014400,1966
Queens,2000,081,4,014500,2282
Queens,2000,081,4,014700,3268
Queens,2000,081,4,014800,2276
Queens,2000,081,4,014900,3133
Queens,2000,081,4,015000,2518
Queens,2000,081,4,015100,3148
Queens,2000,081,4,015200,2662
Queens,2000,081,4,015300,2622
Queens,2000,081,4,015400,2362
Queens,2000,081,4,015500,2675
Queens,2000,081,4,015600,3429
Queens,2000,081,4,015700,1635
Queens,2000,081,4,015801,3853
Queens,2000,081,4,015802,4908
Queens,2000,081,4,015900,4754
Queens,2000,081,4,016100,2908
Queens,2000,081,4,016300,4546
Queens,2000,081,4,016400,3607
Queens,2000,081,4,016600,3723
Queens,2000,081,4,016800,2943
Queens,2000,081,4,016900,5579
Queens,2000,081,4,017000,2375
Queens,2000,081,4,017100,21
Queens,2000,081,4,017200,2230
Queens,2000,081,4,017400,2396
Queens,2000,081,4,017600,2011
Queens,2000,081,4,017800,1911
Queens,2000,081,4,017900,1135
Queens,2000,081,4,018000,1099
Queens,2000,081,4,018101,4636
Queens,2000,081,4,018102,4279
Queens,2000,081,4,018200,2238
Queens,2000,081,4,018300,6766
Queens,2000,081,4,018401,2370
Queens,2000,081,4,018402,2186
Queens,2000,081,4,018501,3627
Queens,2000,081,4,018502,4102
Queens,2000,081,4,018600,1742
Queens,2000,081,4,018700,3142
Queens,2000,081,4,018800,1266
Queens,2000,081,4,018900,3594
Queens,2000,081,4,019000,2226
Queens,2000,081,4,019200,2000
Queens,2000,081,4,019400,2750
Queens,2000,081,4,019600,2695
Queens,2000,081,4,019800,2782
Queens,2000,081,4,019900,1334
Queens,2000,081,4,020200,1409
Queens,2000,081,4,020400,1936
Queens,2000,081,4,020500,1241
Queens,2000,081,4,020600,1758
Queens,2000,081,4,020800,2551
Queens,2000,081,4,021200,2701
Queens,2000,081,4,021400,6227
Queens,2000,081,4,021600,4701
Queens,2000,081,4,021900,36
Queens,2000,081,4,022001,6743
Queens,2000,081,4,022002,5096
Queens,2000,081,4,022900,35
Queens,2000,081,4,023000,1742
Queens,2000,081,4,023200,5011
Queens,2000,081,4,023500,8426
Queens,2000,081,4,023600,2816
Queens,2000,081,4,023800,5273
Queens,2000,081,4,024000,5748
Queens,2000,081,4,024300,5240
Queens,2000,081,4,024500,4675
Queens,2000,081,4,024600,0
Queens,2000,081,4,024700,1502
Queens,2000,081,4,024900,5095
Queens,2000,081,4,025100,5501
Queens,2000,081,4,025301,5016
Queens,2000,081,4,025302,2819
Queens,2000,081,4,025400,7015
Queens,2000,081,4,025500,1849
Queens,2000,081,4,025700,1504
Queens,2000,081,4,025800,1671
Queens,2000,081,4,025900,3365
Queens,2000,081,4,026000,1636
Queens,2000,081,4,026100,7233
Queens,2000,081,4,026200,1144
Queens,2000,081,4,026300,6003
Queens,2000,081,4,026400,2181
Queens,2000,081,4,026500,4534
Queens,2000,081,4,026600,1799
Queens,2000,081,4,026700,6415
Queens,2000,081,4,026901,5922
Queens,2000,081,4,026902,4591
Queens,2000,081,4,027000,1468
Queens,2000,081,4,027100,8911
Queens,2000,081,4,027200,2184
Queens,2000,081,4,027300,9459
Queens,2000,081,4,027400,1834
Queens,2000,081,4,027500,7115
Queens,2000,081,4,027600,1223
Queens,2000,081,4,027700,9360
Queens,2000,081,4,027800,2262
Queens,2000,081,4,027900,6763
Queens,2000,081,4,028000,1698
Queens,2000,081,4,028100,6120
Queens,2000,081,4,028200,1318
Queens,2000,081,4,028300,8241
Queens,2000,081,4,028400,3243
Queens,2000,081,4,028500,4979
Queens,2000,081,4,028700,6545
Queens,2000,081,4,028800,4366
Queens,2000,081,4,028900,5484
Queens,2000,081,4,029100,7120
Queens,2000,081,4,029300,1368
Queens,2000,081,4,029400,6164
Queens,2000,081,4,029500,3790
Queens,2000,081,4,029700,1961
Queens,2000,081,4,029900,12
Queens,2000,081,4,030600,3909
Queens,2000,081,4,030902,7949
Queens,2000,081,4,030903,6614
Queens,2000,081,4,030904,3939
Queens,2000,081,4,031700,6131
Queens,2000,081,4,032000,4585
Queens,2000,081,4,032700,4285
Queens,2000,081,4,032800,2155
Queens,2000,081,4,032900,4067
Queens,2000,081,4,033000,6083
Queens,2000,081,4,033100,0
Queens,2000,081,4,033401,2538
Queens,2000,081,4,033402,13194
Queens,2000,081,4,033700,3860
Queens,2000,081,4,033900,3703
Queens,2000,081,4,034700,3436
Queens,2000,081,4,035100,4288
Queens,2000,081,4,035200,2519
Queens,2000,081,4,035300,2658
Queens,2000,081,4,035700,4306
Queens,2000,081,4,035800,3923
Queens,2000,081,4,036100,2246
Queens,2000,081,4,036300,2179
Queens,2000,081,4,036500,3184
Queens,2000,081,4,036600,2638
Queens,2000,081,4,036700,2822
Queens,2000,081,4,036800,2501
Queens,2000,081,4,037100,1562
Queens,2000,081,4,037300,2226
Queens,2000,081,4,037500,4073
Queens,2000,081,4,037600,5975
Queens,2000,081,4,037700,3579
Queens,2000,081,4,037900,4631
Queens,2000,081,4,038100,5298
Queens,2000,081,4,038301,1
Queens,2000,081,4,038302,1598
Queens,2000,081,4,038400,2608
Queens,2000,081,4,039400,2857
Queens,2000,081,4,039800,1762
Queens,2000,081,4,039900,3589
Queens,2000,081,4,040000,1416
Queens,2000,081,4,040100,6758
Queens,2000,081,4,040200,1453
Queens,2000,081,4,040300,6412
Queens,2000,081,4,040400,3959
Queens,2000,081,4,040500,3303
Queens,2000,081,4,040700,7904
Queens,2000,081,4,040900,5198
Queens,2000,081,4,041100,3623
Queens,2000,081,4,041300,3536
Queens,2000,081,4,041400,3637
Queens,2000,081,4,041500,3604
Queens,2000,081,4,042400,2464
Queens,2000,081,4,042600,0
Queens,2000,081,4,042700,3822
Queens,2000,081,4,043200,1584
Queens,2000,081,4,043400,1635
Queens,2000,081,4,043701,3161
Queens,2000,081,4,043702,6160
Queens,2000,081,4,043900,3663
Queens,2000,081,4,044000,3359
Queens,2000,081,4,044301,3412
Queens,2000,081,4,044302,4935
Queens,2000,081,4,044400,2460
Queens,2000,081,4,044601,2462
Queens,2000,081,4,044602,4128
Queens,2000,081,4,044800,2371
Queens,2000,081,4,045000,1909
Queens,2000,081,4,045200,1229
Queens,2000,081,4,045400,4246
Queens,2000,081,4,045500,12577
Queens,2000,081,4,045600,1285
Queens,2000,081,4,045700,3395
Queens,2000,081,4,045800,1894
Queens,2000,081,4,045900,3885
Queens,2000,081,4,046000,5718
Queens,2000,081,4,046100,2791
Queens,2000,081,4,046200,6576
Queens,2000,081,4,046300,4021
Queens,2000,081,4,046400,1356
Queens,2000,081,4,046500,4398
Queens,2000,081,4,046600,2831
Queens,2000,081,4,046700,7108
Queens,2000,081,4,046800,4064
Queens,2000,081,4,046900,9282
Queens,2000,081,4,047000,3824
Queens,2000,081,4,047100,4001
Queens,2000,081,4,047200,4078
Queens,2000,081,4,047300,3830
Queens,2000,081,4,047500,4130
Queens,2000,081,4,047600,1466
Queens,2000,081,4,047800,5586
Queens,2000,081,4,047900,5273
Queens,2000,081,4,048000,2650
Queens,2000,081,4,048100,6782
Queens,2000,081,4,048200,1608
Queens,2000,081,4,048300,3751
Queens,2000,081,4,048400,5282
Queens,2000,081,4,048500,4318
Queens,2000,081,4,048900,1222
Queens,2000,081,4,049200,5194
Queens,2000,081,4,049301,1839
Queens,2000,081,4,049302,2775
Queens,2000,081,4,049500,1288
Queens,2000,081,4,049600,3463
Queens,2000,081,4,049700,2638
Queens,2000,081,4,049900,4212
Queens,2000,081,4,050000,4013
Queens,2000,081,4,050201,1345
Queens,2000,081,4,050202,1449
Queens,2000,081,4,050400,1750
Queens,2000,081,4,050500,1652
Queens,2000,081,4,050600,1562
Queens,2000,081,4,050700,3127
Queens,2000,081,4,050800,2059
Queens,2000,081,4,051000,1679
Queens,2000,081,4,051100,2045
Queens,2000,081,4,051200,2885
Queens,2000,081,4,051300,2099
Queens,2000,081,4,051500,2798
Queens,2000,081,4,051600,2143
Queens,2000,081,4,051700,1763
Queens,2000,081,4,051800,2110
Queens,2000,081,4,052000,1701
Queens,2000,081,4,052100,1906
Queens,2000,081,4,052200,1478
Queens,2000,081,4,052400,1889
Queens,2000,081,4,052500,1877
Queens,2000,081,4,052600,1867
Queens,2000,081,4,052800,1484
Queens,2000,081,4,053000,2227
Queens,2000,081,4,053100,3322
Queens,2000,081,4,053200,1855
Queens,2000,081,4,053401,2195
Queens,2000,081,4,053500,1117
Queens,2000,081,4,053601,1827
Queens,2000,081,4,053800,1952
Queens,2000,081,4,053900,3951
Queens,2000,081,4,054000,4496
Queens,2000,081,4,054200,5709
Queens,2000,081,4,054500,3932
Queens,2000,081,4,054700,4717
Queens,2000,081,4,054800,2392
Queens,2000,081,4,054900,5322
Queens,2000,081,4,055100,4679
Queens,2000,081,4,055200,3434
Queens,2000,081,4,055300,2537
Queens,2000,081,4,055400,2492
Queens,2000,081,4,055500,2187
Queens,2000,081,4,055600,2254
Queens,2000,081,4,055700,3964
Queens,2000,081,4,055800,1967
Queens,2000,081,4,055900,1134
Queens,2000,081,4,056000,1826
Queens,2000,081,4,056100,7
Queens,2000,081,4,056200,1484
Queens,2000,081,4,056400,1839
Queens,2000,081,4,056500,1120
Queens,2000,081,4,056600,1588
Queens,2000,081,4,056700,4495
Queens,2000,081,4,056800,5356
Queens,2000,081,4,057700,3483
Queens,2000,081,4,057900,1566
Queens,2000,081,4,058000,4145
Queens,2000,081,4,058100,2608
Queens,2000,081,4,058200,4597
Queens,2000,081,4,058300,3366
Queens,2000,081,4,058500,4135
Queens,2000,081,4,058700,3336
Queens,2000,081,4,058900,4384
Queens,2000,081,4,059000,1241
Queens,2000,081,4,059100,5777
Queens,2000,081,4,059200,1263
Queens,2000,081,4,059300,3865
Queens,2000,081,4,059400,1780
Queens,2000,081,4,059500,4550
Queens,2000,081,4,059600,1614
Queens,2000,081,4,059800,1830
Queens,2000,081,4,059900,1446
Queens,2000,081,4,060000,1260
Queens,2000,081,4,060100,2003
Queens,2000,081,4,060300,1560
Queens,2000,081,4,060600,1521
Queens,2000,081,4,060701,0
Queens,2000,081,4,060800,1631
Queens,2000,081,4,061000,1216
Queens,2000,081,4,061200,1719
Queens,2000,081,4,061301,5011
Queens,2000,081,4,061302,0
Queens,2000,081,4,061400,1436
Queens,2000,081,4,061601,2189
Queens,2000,081,4,061602,1545
Queens,2000,081,4,061800,1603
Queens,2000,081,4,061900,2649
Queens,2000,081,4,062000,1567
Queens,2000,081,4,062100,2709
Queens,2000,081,4,062200,2238
Queens,2000,081,4,062300,1669
Queens,2000,081,4,062400,0
Queens,2000,081,4,062500,2242
Queens,2000,081,4,062600,3339
Queens,2000,081,4,062700,2630
Queens,2000,081,4,062900,2673
Queens,2000,081,4,063000,1770
Queens,2000,081,4,063200,2407
Queens,2000,081,4,063301,1462
Queens,2000,081,4,063302,1438
Queens,2000,081,4,063500,2485
Queens,2000,081,4,063700,3138
Queens,2000,081,4,063800,3835
Queens,2000,081,4,063900,2670
Queens,2000,081,4,064101,1603
Queens,2000,081,4,064102,31
Queens,2000,081,4,064500,1883
Queens,2000,081,4,064600,3134
Queens,2000,081,4,065000,3027
Queens,2000,081,4,065400,2699
Queens,2000,081,4,065501,0
Queens,2000,081,4,065600,4373
Queens,2000,081,4,065702,1490
Queens,2000,081,4,065703,2559
Queens,2000,081,4,065900,1694
Queens,2000,081,4,066000,3214
Queens,2000,081,4,066100,1534
Queens,2000,081,4,066300,2537
Queens,2000,081,4,066400,9836
Queens,2000,081,4,066501,3315
Queens,2000,081,4,066701,2646
Queens,2000,081,4,066900,1702
Queens,2000,081,4,067100,2295
Queens,2000,081,4,067700,1859
Queens,2000,081,4,067900,4301
Queens,2000,081,4,068000,4310
Queens,2000,081,4,068200,1261
Queens,2000,081,4,068300,4298
Queens,2000,081,4,068700,4709
Queens,2000,081,4,069000,3285
Queens,2000,081,4,069300,2835
Queens,2000,081,4,069400,2861
Queens,2000,081,4,069500,2332
Queens,2000,081,4,069701,3597
Queens,2000,081,4,069702,4016
Queens,2000,081,4,070300,2152
Queens,2000,081,4,070700,2627
Queens,2000,081,4,070900,2791
Queens,2000,081,4,071100,5544
Queens,2000,081,4,071303,4924
Queens,2000,081,4,071304,6232
Queens,2000,081,4,071305,4686
Queens,2000,081,4,071306,5753
Queens,2000,081,4,071600,0
Queens,2000,081,4,071701,5578
Queens,2000,081,4,071702,4185
Queens,2000,081,4,071900,2828
Queens,2000,081,4,072100,5243
Queens,2000,081,4,072300,1761
Queens,2000,081,4,072900,1418
Queens,2000,081,4,073100,1747
Queens,2000,081,4,073700,1848
Queens,2000,081,4,073900,4994
Queens,2000,081,4,074100,3079
Queens,2000,081,4,074300,4365
Queens,2000,081,4,074500,3911
Queens,2000,081,4,074700,2621
Queens,2000,081,4,074900,2112
Queens,2000,081,4,075701,4660
Queens,2000,081,4,075702,4335
Queens,2000,081,4,076901,3894
Queens,2000,081,4,076902,1790
Queens,2000,081,4,077300,1213
Queens,2000,081,4,077500,2482
Queens,2000,081,4,077902,5389
Queens,2000,081,4,077903,2886
Queens,2000,081,4,077904,6303
Queens,2000,081,4,077905,2177
Queens,2000,081,4,077906,3599
Queens,2000,081,4,077907,2998
Queens,2000,081,4,077908,3137
Queens,2000,081,4,078800,1746
Queens,2000,081,4,079000,2478
Queens,2000,081,4,079200,2365
Queens,2000,081,4,079300,0
Queens,2000,081,4,079701,7251
Queens,2000,081,4,079702,4636
Queens,2000,081,4,079900,3196
Queens,2000,081,4,080301,3891
Queens,2000,081,4,080302,3186
Queens,2000,081,4,080900,6401
Queens,2000,081,4,081400,3642
Queens,2000,081,4,081800,3531
Queens,2000,081,4,083700,5129
Queens,2000,081,4,083800,4764
Queens,2000,081,4,084000,6903
Queens,2000,081,4,084500,4883
Queens,2000,081,4,084601,2817
Queens,2000,081,4,084602,1109
Queens,2000,081,4,084900,7359
Queens,2000,081,4,085300,5861
Queens,2000,081,4,085500,7135
Queens,2000,081,4,085700,6207
Queens,2000,081,4,085900,4950
Queens,2000,081,4,086100,2461
Queens,2000,081,4,086300,7207
Queens,2000,081,4,086400,2481
Queens,2000,081,4,086500,4156
Queens,2000,081,4,086900,1469
Queens,2000,081,4,087100,1834
Queens,2000,081,4,088400,7929
Queens,2000,081,4,088901,9079
Queens,2000,081,4,089200,8647
Queens,2000,081,4,090700,1354
Queens,2000,081,4,091601,4204
Queens,2000,081,4,091602,22
Queens,2000,081,4,091800,16
Queens,2000,081,4,091900,5454
Queens,2000,081,4,092200,2206
Queens,2000,081,4,092500,3344
Queens,2000,081,4,092800,3440
Queens,2000,081,4,092900,5375
Queens,2000,081,4,093401,3869
Queens,2000,081,4,093402,4050
Queens,2000,081,4,093800,4345
Queens,2000,081,4,093900,3741
Queens,2000,081,4,094201,1967
Queens,2000,081,4,094202,3629
Queens,2000,081,4,094203,5441
Queens,2000,081,4,094500,4209
Queens,2000,081,4,094700,2139
Queens,2000,081,4,095400,4033
Queens,2000,081,4,096400,3732
Queens,2000,081,4,097202,3270
Queens,2000,081,4,097203,5886
Queens,2000,081,4,097204,2866
Queens,2000,081,4,097300,2265
Queens,2000,081,4,098100,1908
Queens,2000,081,4,098700,2599
Queens,2000,081,4,099100,6659
Queens,2000,081,4,099200,2788
Queens,2000,081,4,099701,2792
Queens,2000,081,4,099703,4272
Queens,2000,081,4,099704,7923
Queens,2000,081,4,099705,1975
Queens,2000,081,4,099801,8041
Queens,2000,081,4,099802,4867
Queens,2000,081,4,099900,0
Queens,2000,081,4,100801,2222
Queens,2000,081,4,100802,7613
Queens,2000,081,4,101001,9479
Queens,2000,081,4,101002,3751
Queens,2000,081,4,101700,5769
Queens,2000,081,4,102900,3406
Queens,2000,081,4,103201,5701
Queens,2000,081,4,103202,6670
Queens,2000,081,4,103300,4149
Queens,2000,081,4,103900,6161
Queens,2000,081,4,104700,7207
Queens,2000,081,4,105900,3742
Queens,2000,081,4,107201,2630
Queens,2000,081,4,107202,0
Queens,2000,081,4,108500,2775
Queens,2000,081,4,109300,3041
Queens,2000,081,4,109700,2048
Queens,2000,081,4,109900,3335
Queens,2000,081,4,111300,2514
Queens,2000,081,4,112300,2111
Queens,2000,081,4,112900,2293
Queens,2000,081,4,113300,1696
Queens,2000,081,4,113900,3328
Queens,2000,081,4,114100,2463
Queens,2000,081,4,114700,1800
Queens,2000,081,4,115100,1210
Queens,2000,081,4,115500,2135
Queens,2000,081,4,115700,3465
Queens,2000,081,4,115900,4284
Queens,2000,081,4,116100,4542
Queens,2000,081,4,116300,9375
Queens,2000,081,4,116700,2075
Queens,2000,081,4,117100,3070
Queens,2000,081,4,117500,4976
Queens,2000,081,4,118100,1811
Queens,2000,081,4,118500,2048
Queens,2000,081,4,118700,2491
Queens,2000,081,4,118900,2395
Queens,2000,081,4,119100,2944
Queens,2000,081,4,119300,2350
Queens,2000,081,4,119500,1381
Queens,2000,081,4,119900,1506
Queens,2000,081,4,120100,1712
Queens,2000,081,4,120300,1616
Queens,2000,081,4,120500,2837
Queens,2000,081,4,120700,2775
Queens,2000,081,4,121100,0
Queens,2000,081,4,121500,3907
Queens,2000,081,4,122300,3330
Queens,2000,081,4,122701,9953
Queens,2000,081,4,122702,6263
Queens,2000,081,4,124100,3754
Queens,2000,081,4,124700,3643
Queens,2000,081,4,125700,3162
Queens,2000,081,4,126500,1784
Queens,2000,081,4,126700,3007
Queens,2000,081,4,127700,3656
Queens,2000,081,4,128300,0
Queens,2000,081,4,129102,3269
Queens,2000,081,4,129103,3712
Queens,2000,081,4,129104,4501
Queens,2000,081,4,130100,3998
Queens,2000,081,4,133300,3864
Queens,2000,081,4,133900,1277
Queens,2000,081,4,134100,3280
Queens,2000,081,4,134700,8952
Queens,2000,081,4,136700,5721
Queens,2000,081,4,137700,6138
Queens,2000,081,4,138501,4532
Queens,2000,081,4,138502,63
Queens,2000,081,4,139900,1760
Queens,2000,081,4,140300,2395
Queens,2000,081,4,140901,1000
Queens,2000,081,4,140902,2466
Queens,2000,081,4,141700,4614
Queens,2000,081,4,142900,3657
Queens,2000,081,4,143500,2174
Queens,2000,081,4,144100,2986
Queens,2000,081,4,144700,2808
Queens,2000,081,4,145101,1458
Queens,2000,081,4,145102,2488
Queens,2000,081,4,145900,2867
Queens,2000,081,4,146300,3075
Queens,2000,081,4,146700,2682
Queens,2000,081,4,147100,3190
Queens,2000,081,4,147900,3904
Queens,2000,081,4,148300,3049
Queens,2000,081,4,150701,2970
Queens,2000,081,4,150702,3229
Queens,2000,081,4,152901,6239
Queens,2000,081,4,152902,4965
Queens,2000,081,4,155101,2195
Queens,2000,081,4,155102,7803
Queens,2000,081,4,156700,1204
Queens,2000,081,4,157101,7258
Queens,2000,081,4,157102,1464
Queens,2000,081,4,157901,4902
Queens,2000,081,4,157902,3685
Queens,2000,081,4,157903,3841
Queens,2000,081,4,161700,4359
Queens,2000,081,4,162100,6181
Queens,2000,081,4,990100,0
Staten Island,2000,085,5,000300,2235
Staten Island,2000,085,5,000600,2534
Staten Island,2000,085,5,000700,4947
Staten Island,2000,085,5,000800,4822
Staten Island,2000,085,5,000900,2109
Staten Island,2000,085,5,001100,3705
Staten Island,2000,085,5,001700,1672
Staten Island,2000,085,5,001800,1050
Staten Island,2000,085,5,002001,2299
Staten Island,2000,085,5,002002,3236
Staten Island,2000,085,5,002100,3459
Staten Island,2000,085,5,002700,1788
Staten Island,2000,085,5,002900,5301
Staten Island,2000,085,5,003300,3180
Staten Island,2000,085,5,003600,2173
Staten Island,2000,085,5,003900,2196
Staten Island,2000,085,5,004000,11105
Staten Island,2000,085,5,004700,3353
Staten Island,2000,085,5,005000,3649
Staten Island,2000,085,5,005900,2633
Staten Island,2000,085,5,006400,3659
Staten Island,2000,085,5,006700,2856
Staten Island,2000,085,5,007000,7298
Staten Island,2000,085,5,007400,3644
Staten Island,2000,085,5,007500,3693
Staten Island,2000,085,5,007700,1566
Staten Island,2000,085,5,008100,4360
Staten Island,2000,085,5,008900,0
Staten Island,2000,085,5,009601,3843
Staten Island,2000,085,5,009602,3340
Staten Island,2000,085,5,009700,3818
Staten Island,2000,085,5,010500,4415
Staten Island,2000,085,5,011201,5590
Staten Island,2000,085,5,011202,5605
Staten Island,2000,085,5,011401,2946
Staten Island,2000,085,5,011402,3254
Staten Island,2000,085,5,012100,3187
Staten Island,2000,085,5,012200,3759
Staten Island,2000,085,5,012500,2803
Staten Island,2000,085,5,012804,3903
Staten Island,2000,085,5,012805,2670
Staten Island,2000,085,5,012806,6262
Staten Island,2000,085,5,013201,1569
Staten Island,2000,085,5,013203,5491
Staten Island,2000,085,5,013204,5138
Staten Island,2000,085,5,013301,1705
Staten Island,2000,085,5,013302,2764
Staten Island,2000,085,5,013400,3721
Staten Island,2000,085,5,013800,6627
Staten Island,2000,085,5,014100,2142
Staten Island,2000,085,5,014604,6600
Staten Island,2000,085,5,014605,3927
Staten Island,2000,085,5,014606,6558
Staten Island,2000,085,5,014607,4655
Staten Island,2000,085,5,014608,3620
Staten Island,2000,085,5,014700,3421
Staten Island,2000,085,5,015100,5030
Staten Island,2000,085,5,015400,7
Staten Island,2000,085,5,015601,6437
Staten Island,2000,085,5,015602,3512
Staten Island,2000,085,5,015603,4392
Staten Island,2000,085,5,016901,2971
Staten Island,2000,085,5,017005,3968
Staten Island,2000,085,5,017007,3006
Staten Island,2000,085,5,017008,8230
Staten Island,2000,085,5,017009,4482
Staten Island,2000,085,5,017010,9278
Staten Island,2000,085,5,017011,4480
Staten Island,2000,085,5,017012,4545
Staten Island,2000,085,5,017300,2540
Staten Island,2000,085,5,017600,4812
Staten Island,2000,085,5,017700,6920
Staten Island,2000,085,5,018100,3084
Staten Island,2000,085,5,018701,1740
Staten Island,2000,085,5,018702,7323
Staten Island,2000,085,5,018901,5290
Staten Island,2000,085,5,018902,4978
Staten Island,2000,085,5,019700,1910
Staten Island,2000,085,5,019800,5059
Staten Island,2000,085,5,020100,3428
Staten Island,2000,085,5,020700,5154
Staten Island,2000,085,5,020801,8261
Staten Island,2000,085,5,020803,5318
Staten Island,2000,085,5,020804,5315
Staten Island,2000,085,5,021300,4759
Staten Island,2000,085,5,022300,2264
Staten Island,2000,085,5,022600,6063
Staten Island,2000,085,5,022800,46
Staten Island,2000,085,5,023100,3281
Staten Island,2000,085,5,023900,2995
Staten Island,2000,085,5,024401,5001
Staten Island,2000,085,5,024402,3400
Staten Island,2000,085,5,024700,2353
Staten Island,2000,085,5,024800,3868
Staten Island,2000,085,5,025100,5776
Staten Island,2000,085,5,027301,3652
Staten Island,2000,085,5,027302,3932
Staten Island,2000,085,5,027702,5883
Staten Island,2000,085,5,027704,3939
Staten Island,2000,085,5,027705,5725
Staten Island,2000,085,5,027706,3118
Staten Island,2000,085,5,027900,2093
Staten Island,2000,085,5,029102,2329
Staten Island,2000,085,5,029103,7570
Staten Island,2000,085,5,029104,6939
Staten Island,2000,085,5,030301,4882
Staten Island,2000,085,5,030302,6125
Staten Island,2000,085,5,031901,3262
Staten Island,2000,085,5,031902,4131
Staten Island,2000,085,5,032300,1017
Staten Island,2000,085,5,990100,0
